State,County,Under5yrsPopulation_total ,Under5yrsPopulation_female,t5to17yrsPopulation_total,t5to17yrs_Female,t18to24yearsPopulation,t18to24yrs_Female,t25to34yrs_Population,t25to34years_Female,t35to44yrs_Population,t35to44yrs_Female,t45to64yrs_Population,t45to64yrs_Female,t65to84years_Population,t65to84yrs_Female,t85to99yrs_Population,t85to99yrs_Female,t100_years_and_Over_Population,t100yrs_and_over_Female
Tennessee,Carroll County,1502,721,4454,2145,2835,1431,2930,1523,3019,1556,7629,3857,5385,2929,679,434,7,4
Tennessee,Carter County,2472,1169,7987,4003,4983,2509,6352,3121,6003,3013,16026,8217,11310,6052,1211,762,12,11
Tennessee,Cheatham County,2226,1103,6587,3325,3045,1408,5009,2519,5111,2546,12258,6235,6296,3317,536,334,4,4
Tennessee,Chester County,939,449,2911,1455,2288,1154,1906,975,1873,977,4317,2197,2821,1517,280,184,6,5
Tennessee,Claiborne County,1590,731,4517,2215,3421,1800,3712,1847,3287,1657,8832,4512,6093,3268,585,378,6,4
Tennessee,Clay County,371,170,1172,586,457,223,694,362,755,375,2243,1088,1707,904,169,98,13,13
Tennessee,Cocke County,1749,846,5316,2561,2586,1274,3712,1869,3896,2000,10769,5499,7343,3858,619,408,9,8
Tennessee,Coffee County,3457,1667,9832,4824,4552,2234,7034,3564,6950,3501,15330,7780,9550,5232,1167,748,17,10
Tennessee,Crockett County,810,360,2458,1263,1045,510,1585,847,1648,857,3709,1899,2357,1295,290,220,9,5
Tennessee,Cumberland County,2635,1272,7936,3857,3612,1785,5300,2638,5328,2703,16194,8509,18263,9579,1873,1059,4,2
Tennessee,Davidson County,43309,21451,99757,49059,79943,42789,148862,76555,100240,49716,155277,80558,78938,44065,9429,6373,129,106
Tennessee,Decatur County,555,266,1758,839,744,351,1043,513,1244,625,3259,1646,2558,1308,274,185,0,0
Tennessee,DeKalb County,1153,551,3263,1559,1584,762,2201,1060,2297,1130,5605,2891,3604,1900,363,229,10,10
Tennessee,Dickson County,3059,1467,9052,4444,4257,2062,6620,3283,6811,3488,14975,7629,8638,4686,892,571,11,10
Tennessee,Dyer County,2297,1143,6561,3139,2895,1489,4389,2285,4329,2247,9667,4985,5996,3273,652,450,15,10
Tennessee,Fayette County,1932,988,5953,2794,3011,1446,4111,2094,4660,2392,13026,6670,8575,4524,716,425,6,5
Tennessee,Fentress County,979,473,2822,1392,1357,625,1693,863,1830,919,5411,2788,4056,2151,335,190,6,6
Tennessee,Franklin County,2090,1036,6286,3068,4753,2352,4391,2233,4489,2220,11730,5989,8079,4268,949,590,7,6
Tennessee,Gibson County,3000,1509,9159,4351,3784,1870,5580,2926,6202,3254,13131,6796,8423,4669,1132,776,18,16
Tennessee,Giles County,1656,856,4708,2330,2583,1304,3277,1676,3266,1624,8622,4376,5641,3009,589,381,4,3
Tennessee,Grainger County,1182,587,3641,1743,1767,826,2388,1188,2560,1252,7032,3525,4597,2392,351,230,9,6
Tennessee,Greene County,3392,1629,10421,5013,6591,3222,7124,3529,7696,3936,19481,10016,14046,7532,1394,873,7,4
Tennessee,Grundy County,661,313,2100,993,1066,523,1477,715,1510,759,3890,1889,2578,1388,246,170,1,0
Tennessee,Hamblen County,3787,1808,11198,5548,5333,2626,7647,3834,7691,3925,16732,8609,10942,6020,1161,744,8,8
Tennessee,Hamilton County,20573,10153,56187,27442,35115,17947,51209,26115,45070,23039,91901,47684,58340,32128,7746,5111,66,57
Tennessee,Hancock County,349,173,1035,500,490,218,669,349,734,351,1961,968,1292,651,132,86,0,0
Tennessee,Hardeman County,1153,545,3518,1810,1953,806,3661,1245,3524,1309,6982,3229,4232,2267,431,301,8,5
Tennessee,Hardin County,1315,634,4147,2067,1893,914,2684,1374,2925,1460,7611,3892,5586,2957,668,426,2,0
Tennessee,Hawkins County,2708,1292,8605,4134,4217,2107,5951,2910,6022,3066,16749,8514,11348,5993,1106,721,15,6
Tennessee,Haywood County,1025,512,2998,1522,1347,670,1952,1052,2113,1171,4950,2607,3129,1742,340,235,10,8
Tennessee,Henderson County,1577,741,4706,2267,2219,1083,2939,1500,3427,1753,7587,3878,4815,2675,567,372,5,4
Tennessee,Henry County,1611,780,5027,2485,2103,950,3225,1674,3516,1787,8975,4594,6971,3727,762,491,9,8
Tennessee,Hickman County,1234,585,3948,1851,2032,876,3057,1339,3034,1333,7194,3411,4054,2140,370,237,2,0
Tennessee,Houston County,420,216,1362,667,571,289,879,429,954,476,2308,1130,1619,846,168,107,2,0
Tennessee,Humphreys County,1046,468,3286,1475,1391,691,2056,1027,2100,1054,5284,2702,3470,1809,355,223,2,2
Tennessee,Jackson County,549,236,1650,833,758,356,1161,569,1311,686,3518,1766,2451,1256,212,122,7,7
Tennessee,Jefferson County,2680,1328,8272,4064,5126,2601,5656,2860,5801,2901,15554,7929,10479,5560,1106,707,9,9
Tennessee,Johnson County,781,387,2356,1076,1105,467,2018,772,2074,806,5316,2418,3872,2009,425,268,1,1
Tennessee,Knox County,26163,12660,74206,36413,54569,27820,66109,33440,60190,30632,118079,60961,71006,39160,8576,5571,73,64
Tennessee,Lake County,243,126,795,402,523,154,1083,280,1082,275,2096,769,1055,551,127,88,1,0
Tennessee,Lauderdale County,1452,687,4057,1972,2059,992,3284,1727,3341,1767,6710,3565,3866,2122,358,246,16,13
Tennessee,Lawrence County,2741,1336,8065,3984,3575,1703,5134,2630,4951,2502,11478,5917,7315,3934,895,609,5,5
Tennessee,Lewis County,720,356,2105,1031,913,436,1364,695,1401,715,3425,1736,2417,1310,229,147,8,2
Tennessee,Lincoln County,1909,950,5935,2922,2669,1252,3731,1879,4001,2033,9951,5002,6371,3478,751,484,1,1
Tennessee,Loudon County,2502,1195,7698,3799,3625,1717,5289,2632,5242,2674,15149,7830,14012,7307,1346,797,23,16
Tennessee,McMinn County,2884,1384,8380,4101,4643,2254,5748,2864,6018,3059,14827,7598,9663,5243,1103,697,10,6
Tennessee,McNairy County,1291,640,4160,2026,1983,947,2706,1353,2942,1492,7061,3550,5185,2785,536,353,2,1
Tennessee,Macon County,1647,762,4491,2249,2097,1011,3223,1611,2955,1492,6654,3314,3781,2028,368,241,0,0
Tennessee,Madison County,5837,2864,15744,7738,10090,5210,12162,6399,11479,5978,25711,13584,15892,8730,1887,1256,21,19
Tennessee,Marion County,1504,723,4416,2132,2218,1109,3014,1563,3187,1577,8415,4319,5550,2924,525,336,8,5
Tennessee,Marshall County,2084,1056,5947,2842,2624,1287,4351,2220,4309,2177,9309,4735,5183,2762,507,358,4,4
Tennessee,Maury County,6331,3129,16789,8304,8082,3995,13556,6959,12957,6584,25804,13414,15861,8626,1587,1049,7,5
Tennessee,Meigs County,694,343,1963,967,924,455,1246,639,1404,711,3862,1907,2484,1260,178,109,3,3
Tennessee,Monroe County,2434,1180,7343,3515,3338,1618,4960,2486,4912,2485,13073,6686,9411,4946,768,504,11,11
Tennessee,Montgomery County,17434,8416,42013,20621,25957,12813,37704,18617,29251,14951,45811,23898,19992,10998,1885,1150,22,18
Tennessee,Moore County,310,155,1023,493,473,236,622,340,712,357,1899,934,1278,664,140,92,4,3
Tennessee,Morgan County,1080,548,3057,1463,1673,719,2611,942,2645,1019,6046,2769,3565,1840,358,223,0,0
Tennessee,Obion County,1685,837,5006,2509,2475,1194,3166,1616,3577,1840,8310,4313,5905,3168,649,421,14,14
Tennessee,Overton County,1215,582,3659,1709,1701,837,2350,1141,2475,1243,6266,3171,4417,2323,422,251,6,6
Tennessee,Perry County,457,219,1339,631,655,296,852,417,913,446,2288,1126,1666,844,189,115,7,4
Tennessee,Pickett County,209,110,702,348,327,132,399,218,488,254,1479,741,1260,643,133,75,4,4
Tennessee,Polk County,797,385,2494,1242,1326,636,1782,864,1972,987,5316,2683,3539,1810,312,183,6,4
Tennessee,Putnam County,4296,2149,12357,6053,11616,5344,10317,5037,8857,4403,18510,9706,12512,6837,1373,874,16,16
Tennessee,Rhea County,1781,869,5455,2698,2778,1279,3701,1860,3751,1861,8872,4465,5949,3205,575,363,8,6
Tennessee,Roane County,2477,1177,7946,3784,3980,1935,5248,2615,5627,2931,15620,8017,11196,5875,1304,874,6,4
Tennessee,Robertson County,4243,2064,13000,6400,5697,2691,8843,4356,9578,4843,19978,10145,10484,5677,969,630,11,7
Tennessee,Rutherford County,21616,10686,64324,31660,38187,19075,49755,25295,49100,25452,80144,41345,35000,19388,3339,2165,21,14
Tennessee,Scott County,1299,630,4020,1959,1834,901,2341,1194,2786,1433,5736,2862,3516,1889,314,191,4,0
Tennessee,Sequatchie County,833,405,2488,1231,1205,559,1658,803,1848,934,4461,2230,3043,1573,283,188,7,7
Tennessee,Sevier County,4882,2369,15139,7298,7612,3665,11437,5662,11277,5738,27533,14273,18791,9967,1701,1057,8,6
Tennessee,Shelby County,58340,28602,165341,81100,88105,44805,133707,70443,120127,63085,230172,122898,120244,68126,13521,9303,187,149
Tennessee,Smith County,1143,560,3437,1682,1499,735,2318,1155,2420,1234,5622,2889,3151,1662,307,213,7,7
Tennessee,Stewart County,673,339,2228,1104,990,463,1437,715,1534,727,4012,2015,2563,1350,216,154,4,1
Tennessee,Sullivan County,7363,3530,22861,11291,12091,5960,17851,8966,17486,8874,44985,23012,31714,17155,3785,2465,27,21
Tennessee,Sumner County,11399,5699,35220,17216,15759,7635,23908,12316,25889,13287,51803,26803,29207,15860,3078,2035,18,15
Tennessee,Tipton County,3644,1828,11274,5431,4969,2390,7178,3638,7623,3920,16663,8529,8807,4751,808,509,4,3
Tennessee,Trousdale County,595,283,1596,782,910,353,1906,537,1956,566,3068,1259,1439,729,142,99,3,2
Tennessee,Unicoi County,799,345,2416,1166,1332,652,1882,920,1912,928,5244,2710,3887,2020,446,277,10,9
Tennessee,Union County,1084,525,3363,1680,1500,728,2192,1115,2230,1136,5850,2928,3329,1701,254,156,0,0
Tennessee,Van Buren County,336,180,996,497,426,199,567,280,616,299,1775,912,1336,679,115,74,1,0
Tennessee,Warren County,2312,1178,7180,3503,3252,1551,4659,2339,4983,2530,10855,5465,6918,3739,783,504,11,10
Tennessee,Washington County,6258,3012,19049,9349,15823,8255,16594,8372,15102,7777,34662,17666,22871,12098,2612,1693,30,24
Tennessee,Wayne County,668,316,2227,1059,1142,493,2005,720,2184,796,4802,2104,2874,1456,322,205,8,6
Tennessee,Weakley County,1643,808,4760,2315,5125,2662,3541,1766,3492,1819,8175,4162,5449,2965,707,489,10,10
Tennessee,White County,1521,702,4463,2214,2048,1002,3003,1488,3006,1495,7491,3787,5235,2786,576,377,8,6
Tennessee,Williamson County,14289,6936,53994,26540,18302,8845,22373,11776,36024,18931,68456,35252,30904,16438,3363,2139,21,21
Tennessee,Wilson County,8709,4290,26230,12877,11551,5557,16962,8913,20162,10304,40251,20564,21901,11789,1950,1257,21,14
Texas,Anderson County,2653,1290,7888,3791,4391,1746,8556,2501,9286,2703,15699,5984,8504,4328,935,589,10,10
Texas,Andrews County,1433,695,4229,2061,1600,794,2722,1342,2434,1188,4205,2087,1768,956,213,124,6,2
Texas,Angelina County,5214,2530,16123,7945,7285,3626,10309,5312,10400,5390,21645,11011,13788,7347,1623,1028,8,4
Texas,Aransas County,903,422,3111,1515,1502,692,2109,997,2231,1124,7126,3684,6205,3174,632,333,11,5
Texas,Archer County,423,207,1525,735,584,276,829,408,1001,513,2509,1269,1515,794,171,94,3,3
Texas,Armstrong County,100,44,321,157,123,68,174,85,249,126,482,235,332,177,59,39,8,8
Texas,Atascosa County,3187,1541,9811,4783,4353,2200,5729,2905,5930,3019,12332,6196,6913,3612,709,430,17,16
Texas,Austin County,1628,789,5382,2628,2214,1049,3092,1538,3473,1764,8123,4166,5631,2881,612,404,12,6
Texas,Bailey County,527,242,1539,731,608,276,927,431,850,413,1455,724,864,445,132,82,2,0
Texas,Bandera County,800,387,2702,1346,1141,546,1618,821,2032,1011,6570,3427,5516,2758,466,252,6,0
Texas,Bastrop County,5983,3018,18206,8909,8196,3813,11742,5643,12559,6019,25317,12557,13948,7153,1255,745,10,9
Texas,Baylor County,213,92,616,307,207,105,338,184,367,179,890,460,725,387,109,80,0,0
Texas,Bee County,1443,691,4582,2280,2878,983,5173,1481,4871,1429,7921,3071,3760,1947,412,256,7,5
Texas,Bell County,27158,13349,71326,35120,42499,20474,56667,28687,48743,25441,80219,42313,39677,21698,4316,2746,42,37
Texas,Bexar County,125535,61752,371401,182302,211166,104541,300047,150076,269994,137125,466335,241222,235868,130959,28641,18259,337,251
Texas,Blanco County,448,206,1505,735,690,331,922,458,1094,560,3492,1810,2968,1520,251,138,4,4
Texas,Borden County,31,13,129,48,32,16,56,28,63,28,185,90,119,68,16,9,0,0
Texas,Bosque County,888,430,2891,1431,1188,566,1713,886,1823,910,5037,2574,4228,2154,462,275,5,5
Texas,Bowie County,5276,2639,16080,7858,7688,3657,11690,5447,12200,5783,23555,11676,14640,8021,1750,1125,14,7
Texas,Brazoria County,23264,11377,72867,35667,31229,14995,48226,23887,54041,27106,94589,46876,43366,22633,4401,2756,48,40
Texas,Brazos County,13810,6778,34104,16783,64453,30899,35568,17155,24390,12294,38416,19915,20450,11053,2630,1648,28,24
Texas,Brewster County,409,195,1291,623,1150,528,1045,495,1116,556,2407,1208,1959,948,167,111,2,0
Texas,Briscoe County,76,25,246,120,73,32,124,53,161,85,359,182,342,167,54,31,0,0
Texas,Brooks County,401,195,1346,655,706,328,874,375,745,323,1704,852,1167,634,132,89,1,1
Texas,Brown County,1875,905,6342,3065,3350,1665,4139,2037,4266,2101,9932,5024,7409,3872,774,460,8,6
Texas,Burleson County,924,467,2807,1396,1145,537,1795,937,1840,917,5143,2626,3515,1775,451,273,22,17
Texas,Burnet County,2367,1109,7780,3769,3437,1648,5097,2595,5329,2720,13292,6854,10588,5505,1220,774,20,12
Texas,Caldwell County,2895,1449,8954,4358,4419,2023,5602,2969,5896,3111,11120,5702,6312,3290,669,435,16,11
Texas,Calhoun County,1181,590,3423,1651,1636,752,2391,1117,2322,1152,5321,2612,3373,1661,457,287,2,1
Texas,Callahan County,715,359,2297,1090,885,425,1383,719,1693,863,3723,1923,2710,1341,301,176,1,0
Texas,Cameron County,27383,13526,92426,45044,44079,21534,51251,26187,50647,27188,94402,50743,54216,29470,6570,4072,43,30
Texas,Camp County,739,384,2380,1135,1007,543,1359,696,1429,738,3148,1636,2189,1117,212,132,1,1
Texas,Carson County,291,137,1115,537,370,187,614,314,684,348,1603,810,1017,517,112,71,1,1
Texas,Cass County,1497,745,4730,2322,1860,897,2667,1382,3200,1649,7766,4024,6048,3212,681,414,5,5
Texas,Castro County,498,237,1596,771,625,296,867,408,860,427,1638,796,1098,563,188,101,1,0
Texas,Chambers County,3165,1603,9942,4863,3838,1815,5772,2955,6621,3412,11399,5686,5376,2745,445,272,13,11
Texas,Cherokee County,3323,1624,9202,4423,4091,1942,5921,2833,5937,2838,12677,6232,8327,4388,914,566,20,16
Texas,Childress County,307,135,1039,511,734,220,1214,318,819,335,1450,708,963,504,134,85,4,4
Texas,Clay County,440,216,1634,798,625,303,994,516,1159,577,2992,1500,2135,1091,232,136,7,5
Texas,Cochran County,185,103,545,257,207,119,281,135,302,151,587,300,387,207,53,27,0,0
Texas,Coke County,190,106,461,220,189,99,307,145,328,166,901,446,791,425,110,59,8,8
Texas,Coleman County,343,167,1176,582,407,208,641,325,729,371,2230,1109,1923,986,235,146,0,0
Texas,Collin County,63140,30892,214487,105261,95368,45818,134748,68952,162574,85331,273837,138821,109817,60400,10405,6583,89,77
Texas,Collingsworth County,136,70,528,264,177,80,265,142,279,150,674,349,514,279,79,51,0,0
Texas,Colorado County,1090,534,3374,1599,1425,707,2075,1034,2207,1098,5418,2723,4385,2252,570,369,13,13
Texas,Comal County,8139,3963,26827,13145,11844,5854,17298,8669,19292,9764,45651,23615,29310,15209,3104,1938,36,25
Texas,Comanche County,725,357,2303,1082,888,426,1370,671,1346,697,3665,1825,2942,1538,346,191,9,9
Texas,Concho County,146,66,306,151,225,47,584,90,497,115,817,332,661,306,65,41,2,2
Texas,Cooke County,2628,1307,7517,3615,3384,1628,4752,2384,4733,2379,10779,5520,7092,3757,773,464,10,9
Texas,Coryell County,6045,3013,14442,7096,11386,4411,14052,7214,11283,5879,16925,9004,8190,4524,765,466,5,4
Texas,Cottle County,58,37,225,91,77,41,134,74,164,90,352,179,325,170,43,25,2,2
Texas,Crane County,337,147,987,487,418,197,602,293,594,292,1107,556,560,290,69,48,1,0
Texas,Crockett County,171,85,533,237,225,125,327,162,344,187,828,397,599,313,68,41,3,1
Texas,Crosby County,272,125,1049,530,365,184,519,269,562,291,1318,679,921,469,120,71,7,7
Texas,Culberson County,120,55,347,175,198,83,277,127,241,100,589,305,377,201,37,16,2,2
Texas,Dallam County,615,291,1478,744,625,283,1131,497,889,397,1558,732,774,372,44,25,1,1
Texas,Dallas County,166466,81663,474495,231758,263556,130260,434670,217113,366746,184225,609099,309866,267355,147475,30792,19966,360,264
Texas,Dawson County,785,422,2221,1081,1038,430,1762,603,1624,660,2930,1331,1849,965,245,149,2,2
Texas,Deaf Smith County,1476,720,4158,2050,1832,895,2328,1115,2210,1106,4001,1982,2264,1183,308,197,6,2
Texas,Delta County,338,164,811,409,390,180,539,291,554,274,1366,694,1110,574,116,84,6,5
Texas,Denton County,55447,27220,172559,84567,93082,46950,126305,64521,134356,69767,227294,116249,89541,49015,7771,4982,67,56
Texas,DeWitt County,1048,496,3358,1629,1344,641,2149,962,2568,1064,5200,2444,3637,1904,510,337,10,10
Texas,Dickens County,90,43,311,156,97,54,133,56,204,99,486,237,403,222,44,31,2,2
Texas,Dimmit County,550,268,1757,881,734,371,974,508,986,507,2039,1011,1385,774,189,112,1,0
Texas,Donley County,191,96,476,249,356,136,253,124,302,159,841,404,753,412,85,42,1,1
Texas,Duval County,547,270,1772,867,762,347,1288,565,1211,516,2404,1151,1643,880,204,127,0,0
Texas,Eastland County,987,486,2752,1379,1850,841,1695,846,1873,970,4536,2330,3570,1862,452,301,10,4
Texas,Ector County,11976,5844,33735,16349,16306,7851,26237,12526,22390,10685,36746,18258,15884,8476,1880,1229,17,9
Texas,Edwards County,71,32,211,105,80,33,123,61,108,58,414,224,369,173,37,15,9,9
Texas,Ellis County,12299,5915,39172,19038,17056,8279,23533,12164,25904,13482,48535,24874,23708,12694,2225,1441,23,20
Texas,El Paso County,53270,26350,167425,82141,98099,46527,122933,60612,104066,53742,201732,108040,103696,57952,14274,9170,162,119
Texas,Erath County,2217,1066,6491,3176,9068,5000,5152,2542,4364,2149,8729,4500,5797,3034,714,454,13,9
Texas,Falls County,958,465,2564,1267,1188,647,2257,1436,2311,1484,4506,2529,2829,1455,354,221,1,1
Texas,Fannin County,1754,886,5781,2711,2628,1124,4390,1783,4617,1977,9591,4616,6180,3152,718,398,3,3
Texas,Fayette County,1158,549,3881,1965,1448,719,2132,1089,2541,1299,6571,3367,5842,2983,858,556,4,1
Texas,Fisher County,192,100,618,284,199,93,398,207,371,185,994,506,780,405,118,74,2,2
Texas,Floyd County,333,158,1140,556,364,169,546,271,598,321,1312,669,964,498,145,87,0,0
Texas,Foard County,57,24,139,71,67,37,88,47,117,59,309,148,263,138,53,32,2,0
Texas,Fort Bend County,50717,24985,175069,85557,69205,33531,90840,47510,123671,66026,214111,110798,91816,49329,7296,4652,54,41
Texas,Franklin County,540,270,1796,863,721,369,1093,567,1183,620,2750,1401,2071,1098,201,121,4,4
Texas,Freestone County,972,469,3171,1565,1193,564,2109,940,2482,1072,5442,2533,3651,1892,414,251,1,0
Texas,Frio County,1227,678,3333,1664,2141,815,3011,1014,2357,924,3888,1882,2170,1100,254,153,4,2
Texas,Gaines County,2065,975,5398,2613,2306,1138,2983,1476,2555,1273,4276,2103,1773,957,233,139,9,6
Texas,Galveston County,19869,9853,63431,31243,29638,14554,43476,22278,46096,23929,93667,47865,49231,26056,5217,3291,57,51
Texas,Garza County,242,120,785,362,420,134,892,194,1016,244,1612,567,777,392,69,40,3,3
Texas,Gillespie County,1092,530,3712,1833,1523,744,2195,1078,2543,1297,6992,3689,7593,3985,1055,631,20,20
Texas,Glasscock County,60,29,212,106,78,39,142,68,127,61,308,143,160,76,25,11,4,4
Texas,Goliad County,338,154,1174,589,413,198,705,339,750,390,1997,1026,1444,731,191,120,0,0
Texas,Gonzales County,1180,576,3784,1848,1522,731,2169,1101,2210,1091,5080,2567,3284,1692,423,263,1,0
Texas,Gray County,1204,547,3921,1900,1648,781,2644,1148,2794,1199,5295,2453,3240,1758,481,268,0,0
Texas,Grayson County,7893,3847,23727,11544,11592,5598,15752,8104,16067,8203,35276,18224,22607,12191,2607,1637,22,20
Texas,Gregg County,7690,3766,22546,10949,11953,5832,15845,8150,15532,8077,29527,15407,18459,10278,2655,1751,32,25
Texas,Grimes County,1491,743,4732,2277,2139,966,3501,1505,3521,1520,8148,3702,5275,2445,456,270,5,3
Texas,Guadalupe County,10616,5282,33868,16409,14738,7141,20656,10579,23436,12075,44079,22718,22963,12312,2338,1432,12,7
Texas,Hale County,1989,927,6390,3149,3261,1476,4202,1895,3903,1795,7823,3944,4357,2301,596,343,1,1
Texas,Hall County,127,63,499,237,201,104,239,111,280,141,775,389,626,340,78,44,0,0
Texas,Hamilton County,426,211,1305,605,486,258,815,402,881,440,2178,1116,1897,995,234,148,0,0
Texas,Hansford County,345,168,1164,578,375,172,617,320,653,331,1252,631,721,368,152,91,6,3
Texas,Hardeman County,185,79,624,287,280,142,340,181,430,221,877,448,727,375,84,49,2,0
Texas,Hardin County,3379,1661,10220,5000,4375,2094,6653,3378,7023,3576,14378,7337,9244,4956,955,634,4,2
Texas,Harris County,313859,154660,897702,440011,464373,229592,737286,372534,674628,342098,1101259,562597,490562,266294,50915,32626,561,436
Texas,Harrison County,4024,2001,12950,6268,6759,3348,7529,3950,8429,4372,17378,8849,10619,5680,1135,728,16,9
Texas,Hartley County,311,168,849,418,431,200,771,234,824,262,1412,538,651,352,129,95,4,4
Texas,Haskell County,243,130,841,399,392,179,626,252,680,303,1397,667,1074,564,158,94,5,0
Texas,Hays County,14322,7089,41222,20273,40804,21727,32541,15692,31532,15806,51174,26202,27089,14428,2359,1484,24,16
Texas,Hemphill County,193,95,793,386,226,103,336,175,468,246,793,391,490,258,80,47,3,0
Texas,Henderson County,4273,2075,12947,6214,6371,3153,8500,4307,8954,4529,22447,11475,16800,8878,1846,1128,12,8
Texas,Hidalgo County,62136,30815,200420,98425,99385,49031,114922,58398,108959,57158,181617,96183,92182,50425,11072,6677,88,65
Texas,Hill County,2035,1001,6353,3051,2744,1299,3657,1881,4057,2062,9389,4727,6858,3529,771,454,10,10
Texas,Hockley County,1363,670,4237,2076,2017,976,2572,1280,2611,1358,5211,2690,3122,1669,400,253,4,0
Texas,Hood County,3063,1523,9326,4499,3926,1898,6129,3098,6492,3245,16352,8573,14600,7655,1692,1012,18,16
Texas,Hopkins County,2197,1073,6719,3277,2924,1390,4351,2190,4224,2177,9346,4783,6275,3380,747,499,4,4
Texas,Houston County,966,449,3214,1588,1293,589,2514,1061,2989,1147,6214,2758,4301,2206,557,328,18,11
Texas,Howard County,2106,993,5892,2876,2656,1180,5260,2014,5222,1836,8715,3638,4387,2281,613,351,9,4
Texas,Hudspeth County,127,70,408,200,479,211,558,244,430,184,733,377,429,211,36,20,2,1
Texas,Hunt County,6069,2895,17744,8694,10849,5545,12017,6054,11882,5986,25596,12978,14335,7550,1450,934,14,10
Texas,Hutchinson County,1269,617,3918,1957,1705,817,2304,1150,2670,1322,5056,2546,3253,1669,434,285,8,8
Texas,Irion County,76,33,253,131,89,39,175,85,157,75,439,217,284,152,36,24,4,1
Texas,Jack County,426,198,1397,678,642,244,1164,421,1117,430,2243,1016,1352,691,130,85,1,1
Texas,Jackson County,988,515,2660,1302,1240,586,1698,838,1725,886,3713,1862,2624,1330,334,230,6,6
Texas,Jasper County,1909,960,5532,2685,2370,1159,3417,1732,3768,1852,8915,4545,6411,3394,645,390,13,13
Texas,Jeff Davis County,56,33,229,125,79,24,127,66,156,85,642,328,664,317,39,22,4,3
Texas,Jefferson County,16498,8090,44348,21862,22626,11005,35918,16573,34555,15891,63461,30727,34256,18303,4825,3101,39,27
Texas,Jim Hogg County,285,128,1037,523,396,205,525,278,574,299,1116,544,800,440,96,62,9,4
Texas,Jim Wells County,2489,1233,7772,3824,3326,1578,4499,2291,4528,2324,9595,4954,6011,3240,663,425,8,7
Texas,Johnson County,11044,5403,34918,16936,15554,7398,22474,11018,23542,11777,45647,23016,24377,13174,2357,1432,14,12
Texas,Jones County,787,423,2689,1290,1601,487,3325,776,3059,830,5156,2044,2719,1377,317,183,10,7
Texas,Karnes County,692,317,2163,1060,1221,502,2300,766,2199,703,3716,1512,2094,1054,323,210,2,2
Texas,Kaufman County,10146,5026,31518,15527,11947,5787,18621,9827,20622,10758,34576,17691,16330,8777,1534,988,16,16
Texas,Kendall County,2060,1009,8040,3976,3136,1506,3819,1918,5019,2615,12349,6452,8764,4593,1080,670,12,12
Texas,Kenedy County,16,11,67,36,30,16,42,18,40,20,101,47,39,23,13,9,2,1
Texas,Kent County,32,14,113,54,39,13,68,39,72,42,191,83,192,96,46,42,0,0
Texas,Kerr County,2304,1159,7024,3395,3997,1896,5203,2561,4936,2471,13200,7006,13878,7358,2026,1204,30,25
Texas,Kimble County,192,88,537,250,248,120,429,217,414,202,1186,610,1173,612,101,67,6,0
Texas,King County,21,7,55,35,4,3,35,18,45,28,67,32,36,17,2,2,0,0
Texas,Kinney County,107,41,448,215,229,71,364,117,371,132,786,383,703,369,119,56,2,2
Texas,Kleberg County,1869,887,5380,2631,5007,2386,4303,2063,3302,1665,6681,3331,4037,2173,461,282,0,0
Texas,Knox County,210,85,617,304,210,104,339,175,366,175,853,406,645,352,109,72,4,1
Texas,Lamar County,3017,1461,8671,4361,4144,2050,5878,2994,5522,2889,12853,6704,8904,4803,1077,709,22,19
Texas,Lamb County,806,402,2728,1328,1029,460,1453,743,1477,731,3206,1636,2022,1069,321,202,3,3
Texas,Lampasas County,1068,507,3703,1838,1515,740,2130,1053,2482,1247,6153,3115,4185,2177,390,237,1,1
Texas,La Salle County,330,163,1066,541,554,221,958,346,899,299,1697,671,1045,471,114,79,1,1
Texas,Lavaca County,1187,579,3469,1710,1434,707,1949,986,2185,1110,5165,2576,4305,2283,626,408,17,16
Texas,Lee County,985,482,3320,1602,1280,576,1804,911,2005,1008,4697,2383,3039,1537,344,211,4,2
Texas,Leon County,831,389,2482,1209,965,469,1394,704,1628,818,4200,2160,3850,1971,367,209,2,2
Texas,Liberty County,5905,2863,18419,8991,7922,3770,12486,6442,12425,6472,22429,11313,11099,5750,930,619,13,10
Texas,Limestone County,1245,599,3807,1820,1678,739,2624,1197,2562,1251,5683,2893,4117,2198,421,271,9,6
Texas,Lipscomb County,175,82,580,294,214,104,323,155,361,186,778,381,553,296,70,36,5,2
Texas,Live Oak County,608,273,1431,691,769,288,1413,495,1523,517,3137,1444,2205,1090,247,144,2,1
Texas,Llano County,819,422,2311,1059,1129,548,1627,792,1725,842,5914,3126,6860,3549,852,478,6,4
Texas,Loving County,4,2,20,7,5,3,3,2,7,3,13,5,10,4,2,1,0,0
Texas,Lubbock County,19404,9359,53693,26486,45848,22778,44857,22140,38231,19283,65867,33929,37818,20817,4874,3139,47,39
Texas,Lynn County,376,194,1212,548,344,152,658,325,724,365,1393,671,793,412,96,57,0,0
Texas,McCulloch County,393,223,1252,572,465,214,751,395,742,375,2088,1074,1718,893,212,133,9,6
Texas,McLennan County,16524,8101,46664,22708,33768,17177,33854,17299,31101,15975,58480,30402,35337,19357,4790,3105,61,46
Texas,McMullen County,34,23,79,45,47,19,49,22,61,29,169,81,134,62,23,16,4,2
