State,County,Under5yrsPopulation_total ,Under5yrsPopulation_female,t5to17yrsPopulation_total,t5to17yrs_Female,t18to24yearsPopulation,t18to24yrs_Female,t25to34yrs_Population,t25to34years_Female,t35to44yrs_Population,t35to44yrs_Female,t45to64yrs_Population,t45to64yrs_Female,t65to84years_Population,t65to84yrs_Female,t85to99yrs_Population,t85to99yrs_Female,t100_years_and_Over_Population,t100yrs_and_over_Female
Louisiana,Catahoula Parish,497,248,1458,721,687,285,1076,469,1109,505,2281,1152,1641,892,154,98,3,1
Louisiana,Claiborne Parish,689,345,1974,999,967,428,1684,632,1764,691,4085,1896,2652,1387,346,227,9,6
Louisiana,Concordia Parish,1135,556,3335,1645,1530,708,2186,1043,2337,1166,4659,2453,3132,1717,364,229,9,9
Louisiana,De Soto Parish,1518,776,4854,2340,2017,978,2925,1598,3277,1731,7213,3765,4496,2408,504,315,8,6
Louisiana,East Baton Rouge Parish,27344,13636,73825,36407,59860,31246,66093,33887,56952,29790,103354,54856,62007,34839,7265,4851,81,64
Louisiana,East Carroll Parish,410,229,1148,550,762,219,1257,358,1055,350,1721,794,987,532,111,77,8,8
Louisiana,East Feliciana Parish,807,402,2549,1262,1381,598,2284,848,2540,986,5991,2666,3684,1850,300,172,3,3
Louisiana,Evangeline Parish,2121,1029,5821,2817,2589,1344,3894,2028,3836,1954,8360,4279,5150,2796,572,374,7,6
Louisiana,Franklin Parish,1227,595,3519,1707,1593,742,2266,1101,2382,1180,5000,2535,3390,1866,394,266,3,3
Louisiana,Grant Parish,1232,592,3410,1612,1647,727,3271,1129,3351,1173,5754,2702,3187,1630,310,182,7,5
Louisiana,Iberia Parish,4381,2109,12757,6195,5964,2904,8176,4271,8382,4341,18720,9701,10361,5553,1174,731,14,14
Louisiana,Iberville Parish,1591,804,4564,2250,2502,1141,3812,1745,3764,1718,8555,4072,4963,2626,486,329,4,3
Louisiana,Jackson Parish,768,347,2480,1201,1185,588,1716,863,1789,905,3934,2005,2815,1519,339,229,5,5
Louisiana,Jefferson Parish,25889,12596,70238,34348,35281,17629,60300,31242,56549,29190,113588,59356,70245,38841,8615,5732,76,64
Louisiana,Jefferson Davis Parish,2010,992,6201,3026,2540,1207,3828,1998,3918,1990,8145,4187,4951,2722,648,369,9,8
Louisiana,Lafayette Parish,15292,7498,42586,21040,23025,11702,34837,17723,33065,16891,57914,30288,31348,17150,3639,2400,47,40
Louisiana,Lafourche Parish,5953,2938,16985,8314,9232,5333,12179,6198,12222,6153,25353,12932,13936,7509,1681,1111,16,12
Louisiana,LaSalle Parish,807,376,2421,1167,1393,546,2125,832,2013,866,3476,1718,2299,1238,254,157,3,3
Louisiana,Lincoln Parish,2648,1323,7093,3450,11485,5904,5835,3029,5188,2717,9298,4839,6049,3347,791,536,9,4
Louisiana,Livingston Parish,9370,4621,27771,13642,11792,5723,18828,9612,19908,10145,35041,17820,18077,9892,1490,942,5,5
Louisiana,Madison Parish,667,352,1915,924,806,414,1254,718,1206,672,2437,1314,1551,838,174,116,7,2
Louisiana,Morehouse Parish,1458,693,4109,2016,2001,915,2871,1319,3081,1510,6864,3553,4635,2479,605,412,5,3
Louisiana,Natchitoches Parish,2071,989,6095,2966,5252,2694,4344,2236,4280,2164,8846,4636,5953,3276,669,434,5,2
Louisiana,Orleans Parish,21294,10465,56507,27958,40817,22979,65255,34951,54074,28100,89597,46327,50750,28151,5616,3820,87,75
Louisiana,Ouachita Parish,10201,5012,29967,14687,16448,8668,20749,11012,20351,10834,37776,20001,22099,12366,2757,1881,20,20
Louisiana,Plaquemines Parish,1462,733,4719,2194,2016,894,2963,1430,3217,1656,5969,2892,2841,1489,325,205,3,1
Louisiana,Pointe Coupee Parish,1167,563,3341,1662,1583,799,2176,1125,2295,1199,5733,2999,3934,2150,524,353,5,3
Louisiana,Rapides Parish,7745,3792,23486,11436,10991,5398,15470,8022,16129,8390,33345,17351,20525,11404,2319,1456,13,10
Louisiana,Red River Parish,477,221,1429,692,581,300,851,453,818,430,2004,1042,1303,731,151,98,6,5
Louisiana,Richland Parish,1191,576,3469,1658,1635,806,2397,1112,2439,1217,5308,2746,3231,1733,363,249,10,7
Louisiana,Sabine Parish,1181,557,3910,1925,1572,769,2260,1134,2552,1325,5832,2922,4411,2234,423,257,14,8
Louisiana,St. Bernard Parish,3094,1532,8895,4317,3410,1736,6446,3438,6236,3225,10410,5257,4829,2537,440,298,4,3
Louisiana,St. Charles Parish,2973,1445,10035,4915,4239,2019,6145,3137,7056,3725,14355,7453,6999,3756,741,456,6,6
Louisiana,St. Helena Parish,664,344,1793,863,876,440,1203,599,1229,634,3017,1565,1969,1015,168,113,1,1
Louisiana,St. James Parish,1151,599,3536,1773,1614,785,2261,1189,2508,1315,5371,2822,3366,1855,380,255,5,3
Louisiana,St. John the Baptist Parish,2467,1188,7507,3722,3658,1815,5063,2635,5315,2875,11606,6110,6284,3367,571,339,6,4
Louisiana,St. Landry Parish,5168,2565,15561,7651,6775,3272,9154,4830,9573,5052,21427,11210,13234,7119,1636,1070,12,12
Louisiana,St. Martin Parish,3118,1551,9245,4565,4091,1957,6024,3187,6350,3249,14081,7310,8022,4198,819,499,17,10
Louisiana,St. Mary Parish,3087,1544,8798,4332,3865,1884,5810,2981,5763,2985,13519,6956,7661,4097,892,537,11,9
Louisiana,St. Tammany Parish,14729,7228,47613,23163,19726,9493,28690,14791,34212,17682,71072,36826,43709,23581,4783,3176,36,28
Louisiana,Tangipahoa Parish,8508,4263,23158,11269,14675,7736,17299,8733,16965,8716,31641,16423,19211,10330,1696,1105,4,3
Louisiana,Tensas Parish,214,104,698,332,298,125,342,182,436,255,1139,602,925,505,84,49,11,11
Louisiana,Terrebonne Parish,6803,3343,20272,9871,9365,4666,13724,6944,14217,7269,28230,14480,15323,8249,1631,1036,15,12
Louisiana,Union Parish,1134,566,3341,1613,1566,742,2141,1093,2393,1197,5977,2998,4105,2130,443,281,7,7
Louisiana,Vermilion Parish,3573,1752,10774,5332,4551,2300,6544,3461,7220,3769,14982,7737,8561,4620,1147,768,7,6
Louisiana,Vernon Parish,3913,1889,8576,4217,5740,2529,7769,3666,6031,2940,10346,5115,5836,3167,535,319,4,4
Louisiana,Washington Parish,2787,1376,7725,3728,3518,1722,5108,2465,5608,2719,11916,5951,7964,4263,832,552,5,4
Louisiana,Webster Parish,2157,1031,6057,2973,2746,1353,3976,2138,4224,2245,10014,5237,6952,3783,837,589,4,1
Louisiana,West Baton Rouge Parish,1768,874,4905,2452,2125,999,3755,1872,3795,1887,6945,3585,3558,1916,348,218,0,0
Louisiana,West Carroll Parish,491,234,1728,830,699,326,922,479,1116,598,2593,1361,1972,1069,230,133,0,0
Louisiana,West Feliciana Parish,563,286,1964,978,814,296,1813,548,2531,653,5176,1477,2302,958,147,93,0,0
Louisiana,Winn Parish,719,374,2130,1023,1255,486,1851,716,1827,761,3401,1709,2323,1230,231,142,18,17
Maine,Androscoggin County,5883,2940,17385,8509,9559,4670,13801,6897,13788,7006,30008,15269,17950,9674,2740,1821,25,18
Maine,Aroostook County,3112,1471,9652,4698,4449,2150,6461,3265,6872,3457,19593,9793,14752,7695,2193,1434,21,18
Maine,Cumberland County,13933,6734,42038,20448,25008,12653,41117,20711,38434,19400,82953,43200,52407,28412,7088,4671,91,79
Maine,Franklin County,1215,598,4196,2051,2594,1312,3102,1508,3058,1603,8329,4172,6222,3189,725,426,15,14
Maine,Hancock County,2168,1047,7150,3595,3870,1718,5777,2953,6002,3022,15857,8300,13164,6912,1478,896,12,12
Maine,Kennebec County,5728,2860,17513,8537,9986,4889,14447,7202,14333,7259,35492,18264,23221,12376,2890,1772,32,27
Maine,Knox County,1608,811,5299,2497,2358,1124,4230,1961,4650,2217,11554,5884,9671,5106,1213,761,24,17
Maine,Lincoln County,1370,643,4399,2126,2065,960,3384,1672,3510,1776,10112,5187,9357,4918,1033,607,7,4
Maine,Oxford County,2556,1294,8577,4116,3549,1719,5964,2983,6513,3310,17426,8809,11809,5996,1360,847,23,21
Maine,Penobscot County,6893,3424,20832,10020,17496,8447,18298,8964,17523,8778,41241,20996,26502,14059,3367,2149,47,28
Maine,Piscataquis County,668,326,2231,1106,936,479,1505,764,1610,840,5226,2665,4167,2005,447,274,10,8
Maine,Sagadahoc County,1613,787,5148,2513,2148,989,4014,2073,4351,2176,10719,5512,7734,4110,969,592,3,1
Maine,Somerset County,2217,1100,7373,3591,3443,1659,5286,2618,5718,2892,15309,7758,10053,5098,1073,668,5,1
Maine,Waldo County,1775,880,5543,2674,2818,1399,4052,2013,4561,2313,11284,5831,8768,4542,800,470,6,4
Maine,Washington County,1363,645,4328,2089,2099,1034,2980,1435,3318,1663,8891,4544,7263,3771,840,548,13,5
Maine,York County,9375,4680,29133,14155,15855,7831,25479,12703,24545,12412,62146,32014,40700,21735,4686,2927,53,39
Maryland,Allegany County,3095,1510,8972,4315,6171,2815,8522,3526,8235,3504,18181,8626,12985,6967,1912,1281,33,30
Maryland,Anne Arundel County,34485,16766,97758,48107,46788,22332,82728,41127,80045,40706,156272,81020,80971,44049,9114,5831,100,77
Maryland,Baltimore County,46942,23083,138082,67485,81934,41584,111833,58170,106994,56775,217756,116506,130573,73561,20168,13236,253,204
Maryland,Calvert County,4925,2375,16933,8297,7174,3429,10401,5176,11429,5831,27143,14088,13180,6964,1566,1030,32,21
Maryland,Caroline County,1941,961,5980,2990,2569,1234,4107,2120,3976,2079,8942,4595,5191,2774,577,369,10,8
Maryland,Carroll County,9240,4431,28603,13945,14359,6856,19194,9416,20408,10213,50170,25495,27277,14667,3611,2336,29,28
Maryland,Cecil County,5790,2833,17470,8459,8484,4087,13167,6589,12098,6230,29495,15023,15618,8098,1574,978,29,20
Maryland,Charles County,9447,4673,30503,14892,14406,6895,20495,10699,21588,11862,48352,25906,19844,11117,1952,1299,30,24
Maryland,Dorchester County,1692,836,5106,2537,2212,1093,3793,2021,3435,1797,9025,4718,6483,3516,769,467,16,14
Maryland,Frederick County,15759,7756,48298,23673,23544,11451,34076,17135,36230,18563,73387,37720,35947,19534,4404,2878,72,45
Maryland,Garrett County,1367,674,4104,1973,2271,1032,2996,1474,3107,1546,8149,4176,5931,3075,859,588,22,20
Maryland,Harford County,14233,6945,44382,21660,20745,9940,31103,15659,32877,16957,73489,38089,39540,21689,4516,2891,39,30
Maryland,Howard County,18525,9094,62656,30586,26281,12565,39734,20222,47327,25202,90131,46930,43045,23485,4558,2855,60,44
Maryland,Kent County,752,363,2282,1128,2223,1177,1941,948,1693,831,5068,2678,4548,2428,676,423,15,14
Maryland,Montgomery County,59726,28985,183216,89367,84992,41866,135502,70119,146812,77482,281967,149362,148192,81901,21328,13610,326,252
Maryland,Prince George's County,56782,27975,154370,75713,103501,50756,144402,74232,130581,68041,245516,133014,119306,69157,12543,8228,200,164
Maryland,Queen Anne's County,2501,1216,8265,4007,3613,1726,5159,2578,5562,2818,15023,7669,8852,4613,896,520,3,2
Maryland,St. Mary's County,6870,3287,20537,9906,10630,5203,15630,7704,14266,7214,30437,15395,13887,7303,1501,917,19,10
Maryland,Somerset County,1054,534,3185,1575,3228,1553,3349,1103,2949,1101,6281,2895,4123,2119,440,292,11,9
Maryland,Talbot County,1692,835,5152,2505,2377,1114,3729,1862,3599,1858,9895,5327,9587,5223,1492,929,3,2
Maryland,Washington County,8181,4013,25381,12563,12582,5871,19445,8971,18863,8935,42283,20912,24295,13106,3622,2318,53,40
Maryland,Wicomico County,5924,2901,16720,8204,12375,6331,13002,6767,12082,6325,25579,13505,15996,8785,1889,1193,21,19
Maryland,Worcester County,2066,993,7070,3368,3351,1618,5351,2741,5249,2659,14932,7822,12874,6901,1559,970,8,6
Maryland,Baltimore city,32058,15780,81950,40272,62227,33645,111316,58782,76462,39972,136535,72606,75818,43545,9184,6345,158,126
Massachusetts,Barnstable County,7470,3618,25242,12398,14382,6412,20634,10163,20890,10541,66625,35545,64076,34947,9544,5910,133,97
Massachusetts,Berkshire County,5079,2523,17179,8451,11048,5419,13893,6868,13643,6902,36692,18896,27308,14507,4112,2633,72,55
Massachusetts,Bristol County,28177,13798,89147,43823,51095,25142,73435,37261,71348,36595,162713,83824,90469,49407,12635,8436,181,148
Massachusetts,Dukes County,811,409,2508,1206,1282,624,2281,1120,2431,1207,5726,2954,5057,2697,498,305,6,5
Massachusetts,Essex County,41423,20209,127564,62239,71982,35679,99150,50586,98001,51202,224494,118232,128014,70617,18947,12365,254,203
Massachusetts,Franklin County,2710,1304,9520,4594,5001,2309,8318,4136,8426,4241,20467,10755,14928,7822,1624,1053,35,24
Massachusetts,Hampden County,23333,11338,75053,36527,45074,22167,59683,30696,54699,28700,123428,64330,73192,39859,11170,7485,193,162
Massachusetts,Hampshire County,5417,2619,18477,9132,33753,18897,17836,9137,16402,8652,39756,21095,27325,14737,3307,2188,35,28
Massachusetts,Middlesex County,80756,39494,237509,116016,161093,79192,253093,125739,215402,109520,421052,216520,227653,125130,34983,22487,461,365
Massachusetts,Nantucket County,718,362,1985,974,1052,486,2069,991,2185,1017,3979,1966,2045,1057,209,124,13,8
Massachusetts,Norfolk County,36578,17942,112067,54748,62079,31731,94279,48402,90917,47193,201910,105066,110172,60608,17710,11641,269,221
Massachusetts,Plymouth County,26297,12783,84998,41234,43847,21343,57098,28877,62027,31934,153694,79956,91849,50185,10870,7054,139,117
Massachusetts,Suffolk County,37834,18632,89816,44015,124491,66463,186211,96356,98760,50985,160092,84069,88160,49431,12384,8186,188,161
Massachusetts,Worcester County,43417,21160,135109,65617,83795,40933,111727,55972,105987,53742,240508,122021,124249,66473,17061,11147,258,204
Michigan,Alcona County,314,161,1032,514,459,213,693,339,822,406,3211,1574,3289,1587,335,203,12,12
Michigan,Alger County,313,183,1087,526,582,214,1071,335,956,371,2597,1226,2049,976,170,106,17,13
Michigan,Allegan County,7217,3552,21890,10709,9373,4436,13861,6872,14473,7169,32820,16234,18991,9873,1861,1141,16,16
Michigan,Alpena County,1340,645,4028,1942,2000,977,3024,1509,3134,1525,8231,4170,6209,3261,919,584,22,16
Michigan,Antrim County,949,477,3168,1567,1443,702,2134,1017,2259,1104,6902,3454,5897,2985,667,383,12,10
Michigan,Arenac County,659,337,2016,930,955,445,1391,683,1574,765,4455,2239,3554,1759,385,245,13,7
Michigan,Baraga County,354,171,1089,565,565,224,1037,336,910,356,2295,1060,1758,873,142,73,8,3
Michigan,Barry County,3517,1702,10672,5282,4818,2353,6891,3431,7060,3472,17588,8776,10677,5485,1192,733,8,6
Michigan,Bay County,4972,2427,15667,7498,8068,3928,12225,6009,11905,5974,28980,14769,19552,10493,2464,1667,23,19
Michigan,Benzie County,757,364,2375,1133,1094,510,1702,824,1930,937,5225,2699,4394,2232,489,277,4,2
Michigan,Berrien County,8104,4047,25145,12297,12134,6040,17475,8915,17555,8866,41637,21241,28305,15250,3915,2508,46,34
Michigan,Branch County,2845,1384,8010,3941,3364,1604,5193,2442,5156,2376,11837,5572,7603,3867,846,527,8,3
Michigan,Calhoun County,7636,3771,23027,11167,11335,5312,16236,8209,15915,7987,35392,17708,21898,11862,2841,1790,30,20
Michigan,Cass County,2534,1277,8542,4116,4041,2066,5065,2493,5707,2799,14828,7381,9895,5148,966,573,11,8
Michigan,Charlevoix County,1140,561,3659,1740,1693,826,2648,1304,2658,1292,7578,3824,5993,3092,684,420,1,1
Michigan,Cheboygan County,1055,524,3412,1675,1646,761,2367,1170,2539,1260,7482,3807,6415,3247,657,394,6,4
Michigan,Chippewa County,1721,879,5138,2490,3570,1641,4903,1830,4671,1822,9786,4301,6283,3094,704,412,9,9
Michigan,Clare County,1554,765,4617,2292,2105,1011,3129,1557,3074,1520,8920,4370,6809,3505,644,362,4,3
Michigan,Clinton County,4516,2202,13412,6731,7918,3940,8945,4473,9514,4795,20700,10576,12623,6636,1486,906,14,14
Michigan,Crawford County,564,282,1771,802,756,349,1229,602,1336,659,3926,1919,3070,1509,314,182,22,16
Michigan,Delta County,1710,835,5482,2650,2567,1212,3611,1801,4017,1905,10340,5210,8014,4119,1137,737,25,19
Michigan,Dickinson County,1320,656,3831,1856,1763,859,2693,1265,2849,1421,7462,3730,5172,2624,851,513,6,5
Michigan,Eaton County,5838,2812,17359,8375,9404,4537,13572,6741,12791,6433,28965,15078,18977,10209,2245,1417,24,21
Michigan,Emmet County,1474,684,4783,2260,2567,1239,3652,1769,3740,1893,9519,4911,7403,3824,964,615,10,10
Michigan,Genesee County,22246,10915,68056,32897,34735,17127,49580,25181,47610,24342,110360,56981,65024,35847,8532,5482,68,55
Michigan,Gladwin County,1278,636,3531,1643,1579,738,2285,1148,2393,1175,7400,3644,6198,3158,714,425,8,3
Michigan,Gogebic County,608,298,1765,883,931,436,1393,690,1461,682,4191,2018,3569,1774,450,291,12,9
Michigan,Grand Traverse County,4554,2167,14265,6904,7653,3692,11378,5604,11365,5642,25622,13187,17936,9566,2434,1603,31,21
Michigan,Gratiot County,1956,963,7124,3334,3838,1599,5396,2025,5217,2153,10629,4864,6598,3508,987,610,16,16
Michigan,Hillsdale County,2562,1302,7588,3681,4503,2211,4645,2279,4948,2466,12128,6051,8447,4322,921,604,4,2
Michigan,Houghton County,1944,880,5554,2668,7562,2809,4133,1862,3509,1732,7880,3884,5951,3036,804,499,24,20
Michigan,Huron County,1526,768,4430,2216,1985,972,3092,1464,3204,1554,8950,4462,7169,3669,1034,665,17,12
Michigan,Ingham County,15287,7507,41461,20325,50533,25403,40952,20141,32656,16503,62536,32320,36968,20318,4470,2879,37,30
Michigan,Ionia County,3537,1688,10962,5270,5451,2300,9455,3613,9058,3621,18174,8073,9268,4658,891,569,8,7
Michigan,Iosco County,1209,587,3122,1547,1412,687,2339,1133,2281,1128,7319,3663,6728,3431,823,484,4,4
Michigan,Iron County,508,288,1517,782,569,280,1018,482,1178,563,3390,1637,3003,1444,444,305,4,4
Michigan,Isabella County,3176,1575,9190,4429,14040,7614,8072,3854,6716,3300,13687,7016,8540,4500,955,609,18,15
Michigan,Jackson County,8595,4233,25421,12251,13838,6481,20250,9297,18783,8606,43671,21149,26272,13772,3485,2189,51,47
Michigan,Kalamazoo County,15138,7421,42204,20617,32795,16034,36486,18178,31942,16156,60421,31081,37644,20637,4977,3259,63,51
Michigan,Kalkaska County,907,448,2705,1291,1186,545,1981,1001,2034,988,5195,2542,3599,1750,319,188,13,6
Michigan,Kent County,41293,20106,114326,55850,67157,34125,101273,50689,84049,42325,154951,79031,83335,45300,11476,7388,114,99
